"","glm0...coefficients..."
"(Intercept)",-4.70572328971586
"EOF2",-0.504682210199135
"EOF4",-1.5621585743693
"EOF5",-1.46435378434772
"EOF6",0.463857626335883
"EOF7",0.40846949725221
"EOF8",-0.438702760377938
"EOF13",0.89083300137137
"EOF15",0.748391632917582
