"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17","EOF18","EOF19"
"399.4",-0.0935653017819467,-0.460696866342872,0.218776947951704,0.483591122048877,-0.509965731727397,-0.168273289693462,-0.225201517139373,0.194629906067725,-0.175022574701466,0.0427825954094269,-0.0713716237810787,0.0134409078482461,-0.15546203111641,0.00302078221162965,0.082446470821488,-0.052094416164665,0.0348240596782335,0.140729291208723,-0.0188697023168782
"403.5",-0.105640552912655,-0.411941695381976,0.11978429938446,0.0814866150607111,0.0551139456852328,0.551646587876096,0.621033539426572,0.0876836180648767,-0.0489061125801617,-0.135536490379003,-0.00577932519267917,0.0545772576160701,0.0101421877861574,0.0455927803066874,-0.0274106518249937,-0.0189475658205594,-0.0679256688097995,-0.187032116760284,-0.0203192389577905
"406.9",-0.115493513615149,-0.364648841986056,-0.0536067561203009,-0.0189088362700434,-0.00339103280123015,-0.478593290176706,0.168600940882619,-0.53657096574408,0.354649165454746,-0.233900385255152,0.230608441213789,0.0701448807883865,0.0221674910443732,-0.0395063742582464,-0.126197479438817,-0.097680672338739,0.0609891526041058,-0.0939298691883122,-0.00578141166450121
"410.1",-0.13293252644905,-0.289330959838446,-0.031152120318828,-0.0401209008199955,0.177194867403599,0.507954497284242,-0.604049391640368,-0.375441129734964,0.10358799990204,0.15580003955233,0.0238278529927235,-0.124284599812101,-0.075375311301214,0.0139135606297824,-0.032961561597874,-0.000522562361556398,0.0224707914562314,-0.0709709299451172,-0.0442712231652634
"413.4",-0.140051780594486,-0.253823175721467,-0.114639172059816,-0.21597257771382,0.151079608026461,-0.235276558337228,0.140662696916883,-0.194918584793235,-0.597437702938466,0.368623367487845,-0.173644856315196,-0.217240336837636,0.257825682029013,-0.0316535914349969,0.0168760540599416,0.133028587597888,-0.0361277098651884,0.0701589083871808,0.088808395092902
"417.1",-0.156861433276491,-0.183147587697538,-0.135559913491966,-0.0798840263202079,0.0646020914993801,-0.108744895168085,-0.0839807170469464,0.413379775195535,0.397467850213937,-0.158227300538621,-0.177035036587035,-0.526066810104897,0.273963512539612,-0.106455452530187,0.155086088818878,0.222985876130434,0.0074115349625384,-0.12335276478901,0.0366711131008524
"421.5",-0.174233863341269,-0.131648465269529,-0.088937384567096,-0.0769572599122762,0.0524805911306975,-0.027823910364852,0.0183729641787683,0.23873109244946,0.31794260841534,0.500288530950634,0.267153319074944,0.461289436029194,0.0556304543792433,0.0285457897155128,0.0228602775702594,0.225904739723123,-0.253129991740506,0.156441604484468,0.100018131269508
"425.4",-0.186275026235043,-0.0857047640769124,-0.152334494342015,-0.0989994221010486,0.160976319106549,0.0118979146356207,-0.252822029444123,0.135950755334178,-0.248407948850986,-0.612326798897218,-0.0617639265997608,0.424909933007884,0.212441851534548,0.120028939579119,-0.0685104812421676,0.0849813172432191,-0.0869138700385074,0.188412551494485,0.113278137101537
"429.5",-0.198114593780379,-0.0230366976606117,-0.140117971107052,-0.0796904263281381,0.0696901576789186,0.056207908130969,0.0477961069733577,0.216806582993569,0.0970918156606488,0.141567451094613,-0.0470905890018871,-0.0340605628624105,0.124739104982535,-0.0284720523805705,-0.317640426962667,-0.532883642453524,0.466438336497406,0.33223752366421,-0.00241891475341387
"433.8",-0.205021598290075,0.011245541999772,-0.162572915766058,-0.0832786314500034,0.151014803575285,-0.0575197581664399,0.148039860925828,-0.0233881696315394,0.0287436831830665,-0.0683972179113599,-0.0630684392652551,-0.174331826796765,-0.615661564064243,0.0885931947224238,0.245760227176231,0.121970646371235,-0.120255862149454,0.376191818072772,-0.122366608409166
"437.3",-0.209463192633148,0.0394203944589717,-0.187967836314358,-0.00257797752497777,0.0500794325634423,-0.138432250397797,-0.0893550027589718,0.191092843673344,-0.141703710537346,-0.00152516332958738,0.0999811716701625,-0.0381191994042792,-0.0291915700442112,0.113954303319637,-0.0295853816581362,-0.354096291648823,-0.422862914263498,-0.309593518691854,-0.44788043969215
"441.4",-0.211648013284965,0.0996631629816381,-0.145517829854874,0.0636076311510533,0.122344982326885,-0.00242289932069385,0.0313310578167732,0.065845965411614,-0.115493628207764,-0.0785456517010419,0.173904694583266,-0.113991632221453,-0.410778200955123,0.0284764915115521,-0.136290428699984,-0.0146708931312488,0.128877809726683,-0.045263908405378,0.320476042573002
"445.8",-0.20711009313883,0.135424635530179,-0.0895086730393754,0.120079023476912,0.0357408275321543,0.0169677975606419,-0.027392026940153,-0.0671024539648623,-0.116866239986357,0.0353472143473008,0.229807495584471,0.0940663119857119,0.164637762351886,-0.0893061524261518,0.442750981863543,-0.14090881951958,0.116375230486789,-0.112597203255896,0.10046347009798
