"","glm0...coefficients..."
"(Intercept)",-3.15825730313744
"EOF2",-0.508827655828449
"EOF3",0.11394102472576
"EOF4",-1.66800915400498
"EOF5",-0.535044775507599
"EOF7",-0.312383820290806
"EOF9",0.410176473072119
"EOF11",-1.67040808453857
"EOF12",0.763279934840642
"EOF13",0.734825741069102
"EOF14",1.73526330797149
"EOF16",0.953467717057296
"EOF18",0.709126440051448
"EOF19",-0.895551593301078
