"","glm0...coefficients..."
"(Intercept)",-2.88540811140619
"EOF2",0.135769811409034
"EOF3",-0.553340973752876
"EOF4",0.4888825055436
"EOF5",0.77444262682555
"EOF6",-0.36062163557284
"EOF8",0.61911144715455
"EOF11",0.774409721322258
"EOF14",3.35654929057303
"EOF16",-0.789935425258998
"EOF17",1.07129352551721
