"","glm0...coefficients..."
"(Intercept)",-3.15515456249529
"EOF2",-0.525779552853576
"EOF3",0.217891500704089
"EOF4",-2.12291758947427
"EOF5",-0.449554045956758
"EOF8",0.536969786146207
"EOF10",0.764600429203883
"EOF11",1.82417929955703
"EOF12",-1.38391452170022
"EOF13",-0.886281956636693
"EOF17",-0.774727080307208
