"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17","EOF18","EOF19"
"622.9",0.103572466755982,0.0117289981106892,-0.0521011527936028,0.0658884135874569,0.065049487466279,0.0127537188335032,0.0289599571955896,0.0307928046977266,-0.00507215139279172,-0.00343195618492908,0.0628235462776334,0.00711591081327248,0.0372710957904442,-0.0058924650768213,-0.0574672097146331,-0.0393541174177832,0.0374057945178091,0.0362515084716858,-0.11804792383006
"627.2",0.103620069524761,0.0106889827375522,-0.0608483131687425,0.0542174793507225,0.0503892357508935,0.00400461521231557,0.0198490774085424,0.00883621120015911,-0.0136709592968935,-0.0254345735723243,0.0567306534942068,0.0137558056156861,0.0991800564165755,0.0156758028994903,-0.000642238287617425,-0.00682164485532615,0.0586785009829438,0.0037026651813989,-0.0975727531537769
"631.0",0.103395630792116,0.00967148066041364,-0.0678492579622007,0.0435263599618733,0.0369857191601358,-0.00729466857290241,-0.0190817706814853,-0.00417380823249701,-0.031449078624623,-0.0115731459273756,0.0711145190353083,-0.0214515059479443,0.0431095357763802,0.00946446833404182,-0.0071556775447121,-0.00304720503632228,0.000370463452799285,0.00248175586883586,-0.105277022584575
"635.0",0.103686196210512,0.0080711845060222,-0.070053406457491,0.0357401309779109,0.00786344608373996,-0.0139673637242998,0.000189341023720698,-0.000598141496412026,-0.0204976296886764,-0.02884472538604,0.109800315135032,-0.0239186303000771,0.0218293825405197,0.0420331199648666,-0.010213959293623,0.0507724591882052,0.0358214645967738,0.0178005850666433,-0.0414439069333601
"639.2",0.104040405478325,0.00856393117694761,-0.0646738977234544,0.0454222252413354,-0.0226999329595941,-0.0260550347179912,0.000456123786880676,0.00458704770575014,-0.046838774946306,-0.0395482875040177,0.0822641692929022,-0.00711193720927948,0.0294909050601738,0.11802935153886,0.0126781165808763,0.00951321848454546,0.0144694729154775,-0.0410167955191935,-0.113761713205615
"643.3",0.104290236052852,0.00231584947705907,-0.0775857641790473,0.0204928461142827,-0.0157955114497655,-0.0296484817162378,-0.0336674101105292,-0.00408971140812801,-0.0684821226686346,-0.0317854747641849,0.067759805637502,-0.0362107896404061,0.0640311760295164,0.158945949362101,-0.040605068697889,-0.00815951974321451,-0.00901334901969302,-0.0612319096585222,-0.108836664899768
"647.6",0.102117404629435,0.000302267883305002,-0.0896095082537202,0.0163899682410036,-0.0554048388346185,-0.0216830557949735,-0.0333971401433518,-0.0213200554677882,-0.0486256631657474,-0.0229791234772102,0.113040349365783,-0.041291287456609,-0.00944935566300174,0.162878643123805,0.0167346972020064,0.0142922519583454,-0.0472444699912878,0.0266865157797369,-0.0776071731347537
"651.7",0.0969920978068076,-0.00223595999869144,-0.103067689472836,-0.00637955006891971,-0.0854733093609724,0.000905656565822285,-0.0238864777557235,-0.0132308643544139,-0.0333802241247525,-0.0414041886786473,0.108023682131035,-0.036475328538368,0.0455997910677592,0.149545660366358,0.0193110055217372,-0.030654253788295,-0.0440829098753583,-0.00320457085596929,-0.0952440291474508
"656.0",0.0880144420930468,0.00146760700326272,-0.115562050704108,-0.0514521822394076,-0.134166855448308,0.0153915297904652,-0.0275420828509011,-0.0164786909086592,-0.0205881803264753,0.00626252797992149,0.0910245402931391,-0.022055380270766,0.0292075277788683,0.127400155593621,0.0364824148320407,0.00126292307432585,-0.00777135938171117,-0.00677743623500946,-0.112269153268478
"660.8",0.0734849201027477,0.00528715566003222,-0.139823081516326,-0.105092162399815,-0.191361669096325,0.0186720317041849,-0.0104290428647864,0.00439425137313844,-0.0266850546502036,-0.0194753132932053,0.067981321466729,-0.0270230323214292,0.0487059337439997,0.0845343614551278,-0.0304467583802796,-0.0121945348207125,-0.0248287714139668,0.0892705328055368,-0.121600707574907
"664.9",0.0580776586687095,0.0144134766552702,-0.159300696558732,-0.161893320929385,-0.23055489809592,0.0585644908081018,0.00491746055940074,0.0372799987065335,-0.0212084586750065,0.0286876885151875,0.0285643154555185,-0.0324712704740601,0.039277005832407,0.00375765402318573,-0.00399296346567826,-0.0301319020956112,0.0250940173272297,0.0793443144159222,-0.0761353579680614
"669.0",0.0460315218550262,0.0217294716773004,-0.166364803426655,-0.202665382427091,-0.280128504453101,0.0588770023348731,-0.00820426179978526,0.0421292918372722,0.0247226331642792,0.00663229447124865,0.00497826959560635,-0.0220434224847395,0.0439010707789561,-0.0447991851091598,-0.0182591412871347,-0.00089823005426607,-0.00917577046439919,0.0555154940866909,-0.00727026263063464
"673.6",0.0390796757860843,0.0306041598124123,-0.167460057873746,-0.196448056401542,-0.29175963145917,0.0756962453715503,-0.0163183832200095,0.0380058255799724,0.0159259359910757,0.000779814651658468,-0.0358460390967332,-0.031019442953819,-0.0506944696238896,-0.106819375056427,-0.0120291065699887,0.000359387831840681,-0.0201359966733699,0.0552480122446848,0.0779391688483476
"677.6",0.0423257552020376,0.0407218615568685,-0.159553992948009,-0.135769392122616,-0.260628653255717,0.0796776024022612,-0.00420104082058639,0.0318548940422131,0.00394551283155119,-0.0164027480301628,-0.0839683551981122,-0.00363132150777228,-0.0199204019139438,-0.0960479956050721,-0.0298939229661708,0.0321583173603439,-0.0404354126718361,-0.0397239044655782,0.0677090317998835
"681.5",0.0532076743087689,0.0442528980876855,-0.151870453535329,-0.0586627208699188,-0.203058211865257,0.0642139977697741,-0.0301555280544999,0.04826764619576,0.0672958939553905,-0.0069142144483592,-0.141561722348555,0.0426593199694664,-0.00352285855044017,-0.123768775182976,0.044611756044216,0.0297624951363828,0.025007172554052,-0.0185908547413177,0.144918066604836
"685.5",0.069070391061718,0.0515271852408297,-0.136070208468278,0.0326554404994793,-0.132537053082002,0.0631425260181596,-0.0046912064194709,0.0155392385622998,0.0161760260478354,0.0701655605761755,-0.146801349909673,0.0577298179042659,-0.0849986177002496,-0.104381994142323,0.0199437264201347,0.0672020514059217,0.0152986706986772,-0.0333515552508436,0.18461209151716
