"","glm0...coefficients..."
"(Intercept)",-4.23286462302336
"EOF2",-0.824793098164154
"EOF4",-2.85371478989558
"EOF5",-1.4296073831831
"EOF11",0.808101013690852
"EOF12",-1.36118597629554
"EOF13",0.954885725779984
"EOF14",-2.56125213779975
"EOF17",0.934849865117077
