"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17"
"523.0",0.0349174865235227,-0.036554700310038,0.195055375634828,-0.139907123545806,0.0220541429548835,0.0163772476998067,-0.0367873590567554,-0.0331656107610437,-0.0262383311654655,-0.010885151229151,-0.0249099835679275,0.0673288905022639,0.170345710279266,0.08656951595295,-0.00907090921692561,-0.0498633191146958,-0.0618905703043861
"527.7",0.0447025285473005,-0.0333254699422232,0.18956683457151,-0.14324389948528,0.0240775747254995,-0.00553260450364388,-0.029443295228193,-0.0752449127326308,0.00892316410311224,-0.0940917923232281,0.0302216434265069,0.0475938988537224,0.153080768759945,-0.0230904313270378,-0.0203631790625518,0.0555212669005721,0.0147486238375196
"531.8",0.054729417256146,-0.0478149239737261,0.18806840333692,-0.153241895914059,0.0284892754948503,-0.00725655104872299,0.0275265033166323,-0.0465626850051987,-0.00153492188433624,-0.036914057873854,-0.0236257217846925,-0.00664731122615582,0.0155034081372847,-0.0338247480276409,-0.0428525247166084,0.0452142764003685,0.055033084089954
"536.0",0.0628015448378992,-0.0494769649086679,0.181015203102705,-0.146362697156817,0.0428320994035714,-0.0368182473637,-0.0127617037397941,-0.0910343418683286,0.0411374317648523,-0.00861261212500593,-0.0162342850570139,-0.0102665553183307,-0.122630508380612,-0.0758299661793743,0.017573597684464,0.122938816307841,0.028302333923499
"540.4",0.0708832559797427,-0.0554391563031148,0.167879035665989,-0.144850227224325,0.0494824540413695,-0.0392063245482529,0.0641162976265715,-0.0892619289464012,-0.0211597384363929,-0.014931112378997,0.0215512716828641,-0.0723835620255783,-0.200494319275598,-0.128681710130195,0.0057962264170104,0.166992489820922,-0.0494727880103993
"544.7",0.076506853578289,-0.043312328675166,0.148392265002194,-0.115968774503151,0.0802984394381741,-0.0377271209105509,0.0346687483135546,-0.0348451673060364,0.00171702687477482,-0.0838181406588248,0.0302424793866623,-0.0461004114569389,-0.233733362665671,-0.124816103282965,0.0189656595357976,0.168646818806097,0.0388942714272514
"548.8",0.0829887669038561,-0.0424037020726538,0.127666632497502,-0.0859384816647987,0.0748818962372783,-0.0794326810570598,0.0775360015195115,-0.0596019162486306,-0.0505475299927262,0.00404075005994674,-0.00826875310673046,-0.0663067523835228,-0.231565603255226,-0.0637650894045406,0.0567375819071727,0.0674385568639969,0.0128077325013982
"553.1",0.0885681551363813,-0.0359830991715335,0.110306761316185,-0.046819034652532,0.0826916347582016,-0.0558515376587596,0.0572719582015484,-0.0556457779062877,-0.031798112500786,-0.0372766685966107,0.00533054965798635,-0.0425881229809438,-0.185237042558524,-0.045839417210028,0.113378092820707,0.0347676232508603,-0.106612708163712
"557.5",0.0931154256983308,-0.0298923094744348,0.0958360646758769,0.000652272784271409,0.0880660218657225,-0.0596018622147599,0.0577211126974953,-0.071686931503583,-0.0224396970304407,-0.0298545006004239,-0.00717533816891145,-0.049683851500346,-0.113460094953426,-0.0451744481080205,0.0154479279148034,0.0459433553182753,-0.0911397168090098
"562.0",0.0981956120578985,-0.0302039689181712,0.0655996017951933,0.00860616494844213,0.107606961705898,-0.0890387214149969,0.0462258943855767,-0.074845397029956,-0.0145035059133773,-0.00543695246468064,-0.0328830172595986,-0.0482023700396867,-0.109915123486829,-0.00469030531558279,0.0290787277443953,0.0295781168926055,-0.151708694343543
"566.2",0.099629175121445,-0.0189806423037459,0.0509612638688287,0.0420417061375477,0.118049747193776,-0.0428239126245401,0.0368802035033178,-0.0328662859080605,-0.0125417361452798,-0.0370313380510972,0.00149513311942812,0.00654543963005732,-0.0598271627007006,-0.00220687818841885,0.0390410680368042,0.0120232070475411,-0.135784039139987
