"","glm0...coefficients..."
"(Intercept)",-1.49711720229718
"EOF2",-0.438971341921499
"EOF3",-0.141596409501212
"EOF4",-1.75930029065691
"EOF5",-0.960586867841838
"EOF7",-0.180200303916607
"EOF8",0.238884069199377
"EOF11",-0.305368039448403
"EOF12",0.39209669765576
"EOF13",-0.522281043644427
"EOF14",0.393147398935028
"EOF18",-0.440232494105377
